@relation test

@attribute type {A,T,J,P}
@attribute no-of-word numeric
@attribute length numeric
@attribute initials {0,1}
@attribute key-journal {0,1}
@attribute key-proceeding {0,1}
@attribute key-ieee {0,1}
@attribute key-symposium {0,1}
@attribute key-workshop {0,1}
@attribute key-meeting {0,1}
@attribute key-conference {0,1}
@attribute key-transaction {0,1}
@attribute key-ordinal {0,1}
@attribute preposition {0,1}
@attribute longest-word numeric
@attribute colon-in-title {0,1}
@attribute ordinal {0,1}

@data
T,5,40,0,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0
J,2,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0
T,3,32,0,0,0,0,0,0,0,0,0,0,1,18,0,0
J,4,27,0,1,0,0,0,0,0,0,0,0,1,9,0,0
T,7,50,0,0,0,0,0,0,0,0,0,0,1,10,0,0
A,2,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,6,0,0
J,4,26,0,1,0,0,0,0,0,0,0,0,1,7,0,0
T,8,59,0,0,0,0,0,0,0,0,0,0,0,10,0,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0
A,2,11,1,0,0,0,0,0,0,0,0,0,0,6,0,0
J,1,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0
T,7,47,0,0,0,0,0,0,0,0,0,0,1,10,0,0
A,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,3,11,1,0,0,0,0,0,0,0,0,0,0,5,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
J,4,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,10,85,0,0,0,0,0,0,0,0,0,0,1,15,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,13,1,0,0,0,0,0,0,0,0,0,0,10,0,0
A,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
J,4,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,14,109,0,0,0,0,0,0,0,0,0,0,1,14,0,0
A,4,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0
A,2,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,3,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0
A,3,14,1,0,0,0,0,0,0,0,0,0,0,8,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,3,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0
A,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0
J,3,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,9,57,0,0,0,0,0,0,0,0,0,0,1,8,0,0
A,2,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0
J,2,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0
T,6,47,0,0,0,0,0,0,0,0,0,0,1,12,0,0
A,2,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0
A,2,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0
J,3,26,0,0,0,0,0,0,0,0,0,0,0,14,0,0
T,16,117,0,0,0,0,0,0,0,0,0,0,1,14,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0
A,2,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
J,3,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,11,79,0,0,0,0,0,0,0,0,0,0,1,10,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,3,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,7,54,0,0,0,0,0,0,0,0,0,0,0,18,1,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,3,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,8,56,0,0,0,0,0,0,0,0,0,0,1,11,0,0
A,2,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0
A,2,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0
A,2,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0
A,2,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0
J,2,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0
T,8,65,0,0,0,0,0,0,0,0,0,0,1,11,0,0
A,2,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
A,3,17,1,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0
J,4,22,0,1,0,0,0,0,0,0,0,0,1,7,0,0
T,21,125,0,0,0,0,0,0,0,0,0,0,1,15,0,0
A,3,11,1,0,0,0,0,0,0,0,0,0,0,5,0,0
A,3,11,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,3,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0
T,14,98,0,0,0,0,0,0,0,0,0,0,1,20,1,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,11,1,0,0,0,0,0,0,0,0,0,0,8,0,0
A,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0
J,3,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0
T,4,27,0,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,6,0,0
A,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,3,11,1,0,0,0,0,0,0,0,0,0,0,5,0,0
A,3,13,1,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,7,0,0
A,3,15,1,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,13,1,0,0,0,0,0,0,0,0,0,0,10,0,0
J,3,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0
T,10,69,0,0,0,0,0,0,0,0,0,0,1,13,0,0
A,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
J,6,40,0,1,0,0,0,0,0,0,0,0,1,11,0,0
T,12,85,0,0,0,0,0,0,0,0,0,0,1,10,0,0
A,2,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0
A,2,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0
A,2,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0
J,4,36,0,1,0,0,0,0,0,0,0,0,1,16,0,0
T,13,94,0,0,0,0,0,0,0,0,0,0,1,12,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0
J,3,18,0,0,0,0,0,0,0,0,0,0,0,8,0,0
T,8,79,0,0,0,0,0,0,0,0,0,0,1,13,0,0
A,3,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0
J,4,35,0,1,0,0,0,0,0,0,0,0,1,13,0,0
T,10,79,0,0,0,0,0,0,0,0,0,0,1,20,0,0
A,2,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,3,13,1,0,0,0,0,0,0,0,0,0,0,7,0,0
J,5,43,0,0,0,0,0,0,0,0,0,0,1,12,0,0
T,10,85,0,0,0,0,0,0,0,0,0,0,1,12,0,0
A,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0
T,9,65,0,0,0,0,0,0,0,0,0,0,1,12,1,0
T,9,65,0,0,0,0,0,0,0,0,0,0,1,12,1,0
A,3,10,1,0,0,0,0,0,0,0,0,0,0,4,0,0
T,9,65,0,0,0,0,0,0,0,0,0,0,1,12,1,0
A,2,12,1,0,0,0,0,0,0,0,0,0,0,9,0,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,7,0,0
A,2,12,1,0,0,0,0,0,0,0,0,0,0,7,0,0
J,4,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0
T,12,74,0,0,0,0,0,0,0,0,0,0,1,11,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,3,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0
T,11,86,0,0,0,0,0,0,0,0,0,0,1,11,0,0
A,3,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,6,47,0,1,0,0,0,0,0,0,0,0,1,12,0,0
T,10,86,0,0,0,0,0,0,0,0,0,0,1,12,0,0
A,2,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,2,17,0,0,0,0,0,0,0,0,0,0,0,11,0,0
T,11,80,0,0,0,0,0,0,0,0,0,0,1,15,0,0
A,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
A,2,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0
J,6,47,0,1,0,0,0,0,0,0,0,0,1,12,0,0
T,9,61,0,0,0,0,0,0,0,0,0,0,1,11,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,6,0,0
J,6,48,0,1,0,0,0,0,0,0,0,0,1,13,0,0
T,11,82,0,0,0,0,0,0,0,0,0,0,1,17,0,0
J,6,41,0,1,0,0,0,0,0,0,0,0,1,11,0,0
T,9,72,0,0,0,0,0,0,0,0,0,0,1,12,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0
J,2,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0
T,11,88,0,0,0,0,0,0,0,0,0,0,1,19,0,0
A,2,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,4,0,0
J,2,23,0,0,0,0,0,0,0,0,0,0,0,13,0,0
T,10,72,0,0,0,0,0,0,0,0,0,0,0,10,0,0
A,2,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0
J,6,53,0,0,0,0,0,0,0,0,0,0,1,15,0,0
T,9,64,0,0,0,0,0,0,0,0,0,0,1,10,0,0
A,2,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0
J,6,48,0,1,0,0,0,0,0,0,0,0,1,13,0,0
T,12,81,0,0,0,0,0,0,0,0,0,0,1,13,0,0
J,4,34,0,1,0,0,0,0,0,0,0,0,0,16,0,0
T,6,47,0,0,0,0,0,0,0,0,0,0,1,13,0,0
